Name,Location,Modified,Hits,Line,Text
BusUsuario.cs,C:\Repos\I+D\AppUsuarioServices\AppUsuariosQueryService\AppUsuariosQuery.Business\BusUsuarios\,1/24/2025 3:14:18 PM,21,5376,"                        await _rabbitNotifications.SendAsync(RoutingKeys.NotificacionSms.GetDescription(), _exchangeConfig, new QueueMessage<EntBusMessUsuarioCodigoVerificacion>"
BusUsuario.cs,C:\Repos\I+D\AppUsuarioServices\AppUsuariosQueryService\AppUsuariosQuery.Business\BusUsuarios\,1/24/2025 3:14:18 PM,21,5404,"                            await _rabbitNotifications.SendAsync(RoutingKeys.NotificacionMultiplePush.GetDescription(), _exchangeConfig, new QueueMessage<EntNotificacionMultiplePush>"
BusUsuario.cs,C:\Repos\I+D\AppUsuarioServices\AppUsuariosQueryService\AppUsuariosQuery.Business\BusUsuarios\,1/24/2025 3:14:18 PM,21,5457,"                    await _rabbitNotifications.SendAsync(RoutingKeys.MonederoActualizacion.GetDescription(), _exchangeConfig, new QueueMessage<EntReplicaUpdateMonederos>"
BusUsuario.cs,C:\Repos\I+D\AppUsuarioServices\AppUsuariosQueryService\AppUsuariosQuery.Business\BusUsuarios\,1/24/2025 3:14:18 PM,21,5535,"                await _rabbitNotifications.SendAsync(RoutingKeys.NotificacionEmail.GetDescription(), _exchangeConfig, new QueueMessage<EntBusMessCorreo>"
BusUsuario.cs,C:\Repos\I+D\AppUsuarioServices\AppUsuariosQueryService\AppUsuariosQuery.Business\BusUsuarios\,1/24/2025 3:14:18 PM,21,5595,"                await _rabbitNotifications.SendAsync(RoutingKeys.NotificacionEmail.GetDescription(), _exchangeConfig, new QueueMessage<EntBusMessCorreo>"
BusAutobusRutaChofer.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\AutobusRutaChofer\,1/24/2025 4:29:34 PM,2,275,"        await _notificationsService.SendAsync<EntCUReplicaAutobusRutaChofer>(RoutingKeys.AutobusRutaChoferGuardar.GetDescription(), _exchangeConfig, queue);"
BusAutobusRutaChofer.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\AutobusRutaChofer\,1/24/2025 4:29:34 PM,2,289,"        await _notificationsService.SendAsync<EntCUReplicaAutobusRutaChoferDelete>(RoutingKeys.AutobusRutaChoferBorrado.GetDescription(), _exchangeConfig, queue);"
BusAutobusValidador.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\AutobusValidador\,1/24/2025 4:29:34 PM,2,131,"        await _notificationsService.SendAsync<EntCuReplicaAutobusValidador>(RoutingKeys.AutobusValidadorGuardar.GetDescription(), _exchangeConfig, queue);"
BusAutobusValidador.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\AutobusValidador\,1/24/2025 4:29:34 PM,2,145,"        await _notificationsService.SendAsync<EntCuReplicaAutobusValidador>(RoutingKeys.AutobusValidorBorrado.GetDescription(), _exchangeConfig, queue);"
BusAutobuses.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Autobuses\,3/19/2025 10:53:11 AM,3,417,"            await _notificationsService.SendAsync<EntCUReplicaAutobuses>(RoutingKeys.AutobusesCreacion.GetDescription(), _exchangeConfig, queue);"
BusAutobuses.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Autobuses\,3/19/2025 10:53:11 AM,3,439,"            await _notificationsService.SendAsync<EntCUReplicaAutobuses>(RoutingKeys.AutobusesActualizacion.GetDescription(), _exchangeConfig, queue);"
BusAutobuses.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Autobuses\,3/19/2025 10:53:11 AM,3,447,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.AutobusesBorrado.GetDescription(), _exchangeConfig, queue);"
BusBannerApp.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\BannerApp\,1/24/2025 4:29:34 PM,1,144,"                                        await _notificationsService.SendAsync<EntReplicaBannerApp>(RoutingKeys.BannerActualizarImagen.GetDescription(), _exchangeConfig, queueImgBanner);"
BusChoferes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Choferes\,3/19/2025 10:53:11 AM,3,321,"            await _notificationsService.SendAsync<EntCUReplicaChoferes>(RoutingKeys.ChoferesCreacion.GetDescription(), _exchangeConfig, queue);"
BusChoferes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Choferes\,3/19/2025 10:53:11 AM,3,340,"            await _notificationsService.SendAsync<EntCUReplicaChoferes>(RoutingKeys.ChoferesActualizacion.GetDescription(), _exchangeConfig, queue);"
BusChoferes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Choferes\,3/19/2025 10:53:11 AM,3,348,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ChoferesBorrado.GetDescription(), _exchangeConfig, queue);"
BusCodigosPostales.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\CodigosPostales\,1/24/2025 4:29:34 PM,3,337,"            await _notificationsService.SendAsync<EntCUReplicaCodigosPostales>(RoutingKeys.CodigosPostalesCreacion.GetDescription(), _exchangeConfig, queue);"
BusCodigosPostales.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\CodigosPostales\,1/24/2025 4:29:34 PM,3,353,"            await _notificationsService.SendAsync<EntCUReplicaCodigosPostales>(RoutingKeys.CodigosPostalesActualizacion.GetDescription(), _exchangeConfig, queue);"
BusCodigosPostales.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\CodigosPostales\,1/24/2025 4:29:34 PM,3,361,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.CodigosPostalesBorrado.GetDescription(), _exchangeConfig, queue);"
BusComisionesProveedores.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionesProveedores\,1/24/2025 4:29:34 PM,3,346,"            await _notificationsService.SendAsync<EntCUComisionesProveedoresReplica>(RoutingKeys.ComisionesProveedorCreacion.GetDescription(), _exchangeConfig, queue);"
BusComisionesProveedores.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionesProveedores\,1/24/2025 4:29:34 PM,3,364,"            await _notificationsService.SendAsync<EntCUComisionesProveedoresReplica>(RoutingKeys.ComisionesProveedorCreacion.GetDescription(), _exchangeConfig, queue);"
BusComisionesProveedores.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionesProveedores\,1/24/2025 4:29:34 PM,3,370,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ComisionesProveedorCreacion.GetDescription(), _exchangeConfig, queue);"
BusComisionPaquetesMon.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionPaquetesMon\,1/24/2025 4:29:34 PM,3,347,"            await _notificationsService.SendAsync<EntCUReplicaComisionPaquetesMon>(RoutingKeys.ComisionPaquetesMonCreacion.GetDescription(), _exchangeConfig, queueComisionPaquetesMon);"
BusComisionPaquetesMon.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionPaquetesMon\,1/24/2025 4:29:34 PM,3,368,"            await _notificationsService.SendAsync<EntCUReplicaComisionPaquetesMon>(RoutingKeys.ComisionPaquetesMonActualizacion.GetDescription(), _exchangeConfig, queueComisionPaquetesMon);"
BusComisionPaquetesMon.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionPaquetesMon\,1/24/2025 4:29:34 PM,3,376,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ComisionPaquetesMonBorrado.GetDescription(), _exchangeConfig, queueComisionPaquetesMon);"
BusConcesionarios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Concesionarios\,3/19/2025 10:53:11 AM,3,326,"            await _notificationsService.SendAsync<EntCUReplicaConcesionarios>(RoutingKeys.ConcesionariosCreacion.GetDescription(), _exchangeConfig, queue);"
BusConcesionarios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Concesionarios\,3/19/2025 10:53:11 AM,3,343,"            await _notificationsService.SendAsync<EntCUReplicaConcesionarios>(RoutingKeys.ConcesionariosActualizacion.GetDescription(), _exchangeConfig, queue);"
BusConcesionarios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Concesionarios\,3/19/2025 10:53:11 AM,3,351,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ConcesionariosBorrado.GetDescription(), _exchangeConfig, queue);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,486,"            await _notificationsService.SendAsync<EntCreateEstadoDeCuentaRequest>(RoutingKeys.ComercioCreacionC.GetDescription(), _exchangeConfig, queueEdoCuenta);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,514,"            await _notificationsService.SendAsync<EntReadComercios>(RoutingKeys.ComercioCreacion.GetDescription(), _exchangeConfig, queueComercios);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,533,"            await _notificationsService.SendAsync<EntCreateEstadoDeCuentaRequest>(RoutingKeys.ComercioActualizacionC.GetDescription(), _exchangeConfig, queueEdoCuenta);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,548,"            await _notificationsService.SendAsync<EntReadComercios>(RoutingKeys.ComercioActualizacion.GetDescription(), _exchangeConfig, queueComercios);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,562,"            await _notificationsService.SendAsync<EntCreateEstadoDeCuentaRequest>(RoutingKeys.ComercioActualizarBolsa.GetDescription(), _exchangeConfig, queueEdoCuenta);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,572,"            //await _notificationsService.SendAsync<EntCUReplicaComercios>(RoutingKeys.ComercioActualizarBolsa.GetDescription(), _exchangeConfig, queueComercios);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,584,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ComercioBorrado.GetDescription(), _exchangeConfig, queue);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,596,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ComercioReactivar.GetDescription(), _exchangeConfig, queue);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,604,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ComercioBloqueo.GetDescription(), _exchangeConfig, queue);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,612,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ComercioDesbloqueo.GetDescription(), _exchangeConfig, queue);"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,893,"                _rabbitNotifications.SendAsync(RoutingKeys.NotificacionEmail.GetDescription(), _exchangeConfig, new QueueMessage<EntEnvioCorreoComercio>"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,1050,"                await _rabbitNotifications.SendAsync(RoutingKeys.NotificacionEmail.GetDescription(), _exchangeConfig, new QueueMessage<EntEnvioCorreoComercio>"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,1093,"                await _rabbitNotifications.SendAsync(RoutingKeys.NotificacionEmail.GetDescription(), _exchangeConfig, new QueueMessage<EntEnvioCorreoComercio>"
BusComercios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Comercios\,3/19/2025 10:53:11 AM,14,1360,"            await _notificationsService.SendAsync<EntEmailComercioCU>(RoutingKeys.SeguridadActualizarEmail.GetDescription(), _exchangeConfig, queueEmail);"
BusConfiguracionGeneral.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionGeneral\,1/24/2025 4:29:34 PM,3,286,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionGeneral>(RoutingKeys.ConfiguracionGeneralCreacion.GetDescription(), _exchangeConfig, queue);"
BusConfiguracionGeneral.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionGeneral\,1/24/2025 4:29:34 PM,3,301,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionGeneral>(RoutingKeys.ConfiguracionGeneralActualizacion.GetDescription(), _exchangeConfig, queue);"
BusConfiguracionGeneral.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionGeneral\,1/24/2025 4:29:34 PM,3,309,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ConfiguracionGeneralBorrado.GetDescription(), _exchangeConfig, queue);"
BusConfiguracionModulos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionModulos\,1/24/2025 4:29:34 PM,3,293,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionModulos>(routingKey, _exchangeConfig, queue);"
BusConfiguracionModulos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionModulos\,1/24/2025 4:29:34 PM,3,314,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionModulos>(routingKey, _exchangeConfig, queue);"
BusConfiguracionModulos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionModulos\,1/24/2025 4:29:34 PM,3,324,"            await _notificationsService.SendAsync<Guid>(routingKey, _exchangeConfig, queue);"
BusComisionesProductosMon.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionesProductosMon\,1/24/2025 4:29:34 PM,3,321,"            await _notificationsService.SendAsync<EntCUReplicaComisionesProductosMon>(RoutingKeys.ComisionProductosMonCreacion.GetDescription(), _exchangeConfig, queueComisionesProductosMon);"
BusComisionesProductosMon.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionesProductosMon\,1/24/2025 4:29:34 PM,3,341,"            await _notificationsService.SendAsync<EntCUReplicaComisionesProductosMon>(RoutingKeys.ComisionProductosMonActualizacion.GetDescription(), _exchangeConfig, queueComisionesProductosMon);"
BusComisionesProductosMon.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ComisionesProductosMon\,1/24/2025 4:29:34 PM,3,349,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ComisionProductosMonBorrado.GetDescription(), _exchangeConfig, queueComisionesProductosMon);"
BusConfiguracionPaquetes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionPaquetes\,1/24/2025 4:29:34 PM,3,325,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionPaquetes>(RoutingKeys.ConfiguracionPaquetesCreacion.GetDescription(), _exchangeConfig, queueConfiguracionPaquetes);"
BusConfiguracionPaquetes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionPaquetes\,1/24/2025 4:29:34 PM,3,347,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionPaquetes>(RoutingKeys.ConfiguracionPaquetesActualizacion.GetDescription(), _exchangeConfig, queueConfiguracionPaquetes);"
BusConfiguracionPaquetes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionPaquetes\,1/24/2025 4:29:34 PM,3,357,"            await _notificationsService.SendAsync<EntDeleteReplicaConfiguracionPaquetes>(RoutingKeys.ConfiguracionPaquetesBorrado.GetDescription(), _exchangeConfig, queueConfiguracionPaquetes);"
BusConfiguracionProductos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionProductos\,1/24/2025 4:29:34 PM,3,312,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionProductos>(RoutingKeys.ConfiguracionProductosCreacion.GetDescription(), _exchangeConfig, queueConfiguracionProductos);"
BusConfiguracionProductos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionProductos\,1/24/2025 4:29:34 PM,3,333,"            await _notificationsService.SendAsync<EntCUReplicaConfiguracionProductos>(RoutingKeys.ConfiguracionProductosActualizacion.GetDescription(), _exchangeConfig, queueConfiguracionProductos);"
BusConfiguracionProductos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\ConfiguracionProductos\,1/24/2025 4:29:34 PM,3,343,"            await _notificationsService.SendAsync<EntDeleteReplicaConfiguracionProductos>(RoutingKeys.ConfiguracionProductosBorrado.GetDescription(), _exchangeConfig, queueConfiguracionProductos);"
BusDiasInhabiles.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\DiasInhabiles\,1/24/2025 4:29:34 PM,3,322,"            await _notificationsService.SendAsync<EntCUReplicaDiasInhabiles>(RoutingKeys.DiasInhabilesCreacion.GetDescription(), _exchangeConfig, queue);"
BusDiasInhabiles.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\DiasInhabiles\,1/24/2025 4:29:34 PM,3,336,"            await _notificationsService.SendAsync<EntCUReplicaDiasInhabiles>(RoutingKeys.DiasInhabilesActualizacion.GetDescription(), _exchangeConfig, queue);"
BusDiasInhabiles.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\DiasInhabiles\,1/24/2025 4:29:34 PM,3,344,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.DiasInhabilesBorrado.GetDescription(), _exchangeConfig, queue);"
BusDiasInhabilesDesc.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\DiasInhabilesDesc\,1/24/2025 4:29:34 PM,3,301,"            await _notificationsService.SendAsync<EntCUReplicaDiasInhabilesDesc>(RoutingKeys.DiasInhabilesDescCreacion.GetDescription(), _exchangeConfig, queue);"
BusDiasInhabilesDesc.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\DiasInhabilesDesc\,1/24/2025 4:29:34 PM,3,313,"            await _notificationsService.SendAsync<EntCUReplicaDiasInhabilesDesc>(RoutingKeys.DiasInhabilesDescActualizacion.GetDescription(), _exchangeConfig, queue);"
BusDiasInhabilesDesc.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\DiasInhabilesDesc\,1/24/2025 4:29:34 PM,3,321,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.DiasInhabilesDescBorrado.GetDescription(), _exchangeConfig, queue);"
BusEstados.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Estados\,1/24/2025 4:29:34 PM,3,306,"            await _notificationsService.SendAsync<EntCUReplicaEstados>(RoutingKeys.EstadosCreacion.GetDescription(), _exchangeConfig, queue);"
BusEstados.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Estados\,1/24/2025 4:29:34 PM,3,319,"            await _notificationsService.SendAsync<EntCUReplicaEstados>(RoutingKeys.EstadosActualizacion.GetDescription(), _exchangeConfig, queue);"
BusEstados.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Estados\,1/24/2025 4:29:34 PM,3,327,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.EstadosBorrado.GetDescription(), _exchangeConfig, queue);"
BusEstatus.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Estatus\,1/24/2025 4:29:34 PM,3,296,"            await _notificationsService.SendAsync<EntCUEstatusReplica>(routingKey, _exchangeConfig, queueConfiguracionPaquetes);"
BusEstatus.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Estatus\,1/24/2025 4:29:34 PM,3,315,"            await _notificationsService.SendAsync<EntCUEstatusReplica>(routingKey, _exchangeConfig, queueConfiguracionPaquetes);"
BusEstatus.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Estatus\,1/24/2025 4:29:34 PM,3,325,"            await _notificationsService.SendAsync<Guid>(routingKey, _exchangeConfig, queue);"
BusEstatusTransacciones.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\EstatusTransacciones\,1/24/2025 4:29:34 PM,3,291,"            await _notificationsService.SendAsync<EntCUReplicaEstatusTransacciones>(RoutingKeys.EstatusTransaccionCreacion.GetDescription(), _exchangeConfig, queue);"
BusEstatusTransacciones.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\EstatusTransacciones\,1/24/2025 4:29:34 PM,3,306,"            await _notificationsService.SendAsync<EntCUReplicaEstatusTransacciones>(RoutingKeys.EstatusTransaccionActualizacion.GetDescription(), _exchangeConfig, queue);"
BusEstatusTransacciones.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\EstatusTransacciones\,1/24/2025 4:29:34 PM,3,317,"            await _notificationsService.SendAsync<EntDeleteReplicaEstatusTransacciones>(RoutingKeys.EstatusTransaccionBorrado.GetDescription(), _exchangeConfig, queue);"
BusHorarios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Horarios\,2/6/2025 12:11:38 PM,3,287,"            await _notificationsService.SendAsync<EntReadHorarios>(RoutingKeys.HorariosCreacion.GetDescription(), _exchangeConfig, queue);"
BusHorarios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Horarios\,2/6/2025 12:11:38 PM,3,294,"            await _notificationsService.SendAsync<EntReadHorarios>(RoutingKeys.HorariosActualizacion.GetDescription(), _exchangeConfig, queue);"
BusHorarios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Horarios\,2/6/2025 12:11:38 PM,3,301,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.HorariosBorrado.GetDescription(), _exchangeConfig, queue);"
BusLadas.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Ladas\,1/24/2025 4:29:34 PM,3,237,"            await _notificationsService.SendAsync<EntCUReplicaLadas>(RoutingKeys.LadaCreacion.GetDescription(), _exchangeConfig, queueComisionesProductosMon);"
BusLadas.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Ladas\,1/24/2025 4:29:34 PM,3,251,"            await _notificationsService.SendAsync<EntCUReplicaLadas>(RoutingKeys.LadaActualizacion.GetDescription(), _exchangeConfig, queueComisionesProductosMon);"
BusLadas.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Ladas\,1/24/2025 4:29:34 PM,3,259,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.LadaBorrado.GetDescription(), _exchangeConfig, queueComisionesProductosMon);"
BusLocalidades.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Localidades\,1/24/2025 4:29:34 PM,3,412,"            await _notificationsService.SendAsync<EntCUReplicaLocalidades>(RoutingKeys.LocalidadesCreacion.GetDescription(), _exchangeConfig, queue);"
BusLocalidades.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Localidades\,1/24/2025 4:29:34 PM,3,426,"            await _notificationsService.SendAsync<EntCUReplicaLocalidades>(RoutingKeys.LocalidadesActualizacion.GetDescription(), _exchangeConfig, queue);"
BusLocalidades.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Localidades\,1/24/2025 4:29:34 PM,3,434,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.LocalidadesBorrado.GetDescription(), _exchangeConfig, queue);"
BusModulos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Modulos\,3/19/2025 10:53:11 AM,3,310,"        //    await _notificationsService.SendAsync<EntCUReplicaModulos>(RoutingKeys.ModulosCreacion.GetDescription(), _exchangeConfig, queue);"
BusModulos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Modulos\,3/19/2025 10:53:11 AM,3,326,"        //    await _notificationsService.SendAsync<EntCUReplicaModulos>(RoutingKeys.ModulosActualizacion.GetDescription(), _exchangeConfig, queue);"
BusModulos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Modulos\,3/19/2025 10:53:11 AM,3,334,"        //    await _notificationsService.SendAsync<Guid>(RoutingKeys.ModulosBorrado.GetDescription(), _exchangeConfig, queue);"
BusMotivos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Motivos\,1/24/2025 4:29:34 PM,3,379,"            await _notificationsService.SendAsync<EntCUReplicaMotivos>(routingKey, _exchangeConfig, queueConfiguracionPaquetes);"
BusMotivos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Motivos\,1/24/2025 4:29:34 PM,3,404,"            await _notificationsService.SendAsync<EntCUReplicaMotivos>(routingKey, _exchangeConfig, queueConfiguracionPaquetes);"
BusMotivos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Motivos\,1/24/2025 4:29:34 PM,3,418,"            await _notificationsService.SendAsync<Guid>(routingKey, _exchangeConfig, queue);"
BusMunicipios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Municipios\,1/24/2025 4:29:34 PM,3,353,"            await _notificationsService.SendAsync<EntCUReplicaMunicipios>(RoutingKeys.MunicipiosCreacion.GetDescription(), _exchangeConfig, queue);"
BusMunicipios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Municipios\,1/24/2025 4:29:34 PM,3,368,"            await _notificationsService.SendAsync<EntCUReplicaMunicipios>(RoutingKeys.MunicipiosActualizacion.GetDescription(), _exchangeConfig, queue);"
BusMunicipios.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Municipios\,1/24/2025 4:29:34 PM,3,376,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.MunicipiosBorrado.GetDescription(), _exchangeConfig, queue);"
BusPaquetes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Paquetes\,1/24/2025 4:29:34 PM,3,348,"            await _notificationsService.SendAsync<EntCUReplicaPaquetes>(RoutingKeys.PaquetesCreacion.GetDescription(), _exchangeConfig, queue);"
BusPaquetes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Paquetes\,1/24/2025 4:29:34 PM,3,363,"            await _notificationsService.SendAsync<EntCUReplicaPaquetes>(RoutingKeys.PaquetesActualizacion.GetDescription(), _exchangeConfig, queue);"
BusPaquetes.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Paquetes\,1/24/2025 4:29:34 PM,3,371,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.PaquetesBorrado.GetDescription(), _exchangeConfig, queue);"
BusPeriodos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Periodos\,1/24/2025 4:29:34 PM,3,314,"            await _notificationsService.SendAsync<EntCUReplicaPeriodos>(RoutingKeys.RegionesCreacion.GetDescription(), _exchangeConfig, queue);"
BusPeriodos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Periodos\,1/24/2025 4:29:34 PM,3,329,"            await _notificationsService.SendAsync<EntCUReplicaPeriodos>(RoutingKeys.RegionesActualizacion.GetDescription(), _exchangeConfig, queue);"
BusPeriodos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Periodos\,1/24/2025 4:29:34 PM,3,337,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.RegionesBorrado.GetDescription(), _exchangeConfig, queue);"
BusProductos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Productos\,1/24/2025 4:29:34 PM,3,346,"            await _notificationsService.SendAsync<EntCUReplicaProductos>(RoutingKeys.ProductosCreacion.GetDescription(), _exchangeConfig, queue);"
BusProductos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Productos\,1/24/2025 4:29:34 PM,3,361,"            await _notificationsService.SendAsync<EntCUReplicaProductos>(RoutingKeys.ProductosActualizacion.GetDescription(), _exchangeConfig, queue);"
BusProductos.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Productos\,1/24/2025 4:29:34 PM,3,369,"            await _notificationsService.SendAsync<Guid>(RoutingKeys.ProductosBorrado.GetDescription(), _exchangeConfig, queue);"
BusProveedores.cs,C:\Repos\I+D\CatalogoService\Catalogos.Business\Proveedores\,1/24/2025 4:29:34 PM,3,357,"            await _notificationsService.SendAsync<EntCUProveedoresReplica>(RoutingKeys.ProveedorCreacion.GetDescription(), _exchangeConfig, queue);"
